EIN,NAME,STATE,NTEE_GROUP,NTEE_CD,WEBSITE
83-0391313,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
47-4661270,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
74-3121404,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391317,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391303,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-4049811,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
58-0832362,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
74-3121398,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
27-0747193,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391300,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391314,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
27-1150428,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391315,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
83-0391301,PI SIGMA EPSILON INC,WI,B,B83,http://www.pse.org/
26-3079474,LIBERATION INSTITUTE,HI,F,F22,http://www.liberationinstitute.org/
83-0851507,KEEP CHOOSING LIFE,WA,F,F80,http://www.keepchoosinglife.org/
20-5634004,FRIENDS OF THE HAVEN,CO,F,F12,http://www.havenfriends.org/
65-0143994,SOUTHEASTERN GUIDE DOGS INC ENDOWMENT TRUST,FL,G,G41I,http://www.guidedogs.org/
84-3175750,OPICURE INC,CA,F,F21,http://www.opicure.org/
81-5447067,FAIR ELECTIONS CENTER,DC,R,R40,http://fairelectionscenter.org/
82-5469869,WENATCHEE PRIDE,WA,R,R26,http://www.wenatcheepride.org/
25-1899906,FOREST HILLS PARENT CARE COMMITTEE,PA,B,B94,http://www.fhrangers.org/
33-1190644,COURT WATCH NOLA,LA,I,I50,http://www.courtwatchnola.org/
16-1658245,ESTES VALLEY RESTORATIVE JUSTICE PARTNERSHIP INC,CO,I,I40,http://www.estes.org/restorativejustice
68-0463603,AUDEO CHARTER SCHOOL,CA,B,B25,http://www.audeo2.com/
82-2056611,FROM PRISON CELLS TO PHD INC,MD,I,I40,https://fromprisoncellstophd.org/
46-5105232,COMMUNITY HIGH SCHOOL PTO,MI,B,B94,https://www.a2schools.org/community
38-3356009,ABBOT ELEMENTARY SCHOOL PTO,MI,B,B94,http://www.a2schools.org/abbot.home/new_home
84-2519026,QUEER COMMUNITY ALLIES,UT,R,R01,https://queercommunityallies.org/
59-3489883,THE AIR FORCE PARENTS CLUB OF CENTRAL FLORIDA INC,FL,B,B94,http://www.cflpc.afaparents.org/
47-3897812,BIGVISION FOUNDATION,NY,F,F21,http://bigvision.nyc/
26-3499777,BURNET FFA PARENTS AND FRIENDS,TX,B,B94,http://burnetffaparentsandfriends.org/
76-0723485,FAMILY LIFE SERVICES OF WASHINGTON INC,IN,E,E40,http://supportfirstchoice.com/
54-1310168,ABILITY CENTER OF VIRGINIA,VA,G,G23Z,http://www.abilitycenterva.org/
30-0007306,CAMBRIDGE SCHOOL OF DALLAS,TX,B,B25,http://www.cambridgedallas.org/
35-2613807,CHICAGO CULTURAL ACCESSIBILITY CONSORTIUM,IL,R,R23,http://chicagoculturalaccess.org/
20-0421253,CELEBRATE LIFE CANCER MINISTRY,CA,G,G30,http://www.celebratelifecm.org/
04-3357938,HIGH POINT TREATMENT CENTER,MA,F,F32,http://www.hptc.org/
23-7184194,COMMUNITY PSYCHIATRIC INSTITUTE,NJ,F,F32Z,http://www.cpinj.org/
56-2678354,IQRA ACADEMY OF UTAH,UT,B,B24,http://iqra-utah.org/
83-1030486,SPG15 RESEARCH FOUNDATION INC,MA,H,H20,http://www.spg15researchfoundation.org/
84-3184781,FOUNDATION FOR AIRWAY HEALTH,NY,G,G12,https://www.airwayhealth.org/
98-0627052,MALARIA CONSORTIUM,NC,G,G80,https://www.malariaconsortium.org/us/us.htm
26-0386606,DONNABELLAS ANGELS INC,CA,G,G12,http://www.donnabellasangels.org/
84-2212472,TINA MEDINA MINISTRIES,KS,F,F42,http://www.realsexualabusehelp.com/
20-1955272,TWO TUNICS,WA,G,G81,http://www.twotunics.org/
33-0361276,HIGH FIVE AMERICA,CA,F,F21Z,http://www.highfiveamerica.org/
54-1519317,NATSO FOUNDATION INC,VA,F,F20I,http://www.natso.com/
45-3556210,COVERS FOR CHEMO INC,FL,G,G30,http://coversforchemo.com/
31-1539990,CHALLENGED CHAMPIONS EQUESTRIAN CENTER INC,OH,B,B28,http://challengedchampions.com/
30-0076299,SIXTH JUDICIAL DISTRICT CASA-GAL PROGRAM INC,MT,I,I72,http://www.casajd6.org/
46-4731973,DEPRESSION AND BIPOLAR SUPPORT ALLIANCE,IL,F,F70,http://www.dbsasandiego.org/
26-1215347,LEUKEMIA RESEARCH FOUNDATION OF DELAWARE,DE,H,H123,http://www.lrfde.com/
84-3413178,BEAUTIFULLY BROKEN FOUNDATION INC,IN,I,I40,https://bb.life/
95-4628198,HORSES IN THE HOOD,CA,I,I21,http://www.hhla.org/
20-2917263,ST JUDES RANCH FOR CHILDREN-NEVADA REGION INC,NV,I,I72,http://www.stjudesranch.org/
06-1537205,GOLD ANTITRUST ACTION COMMITTEE INC,CT,R,R20,http://www.gata.org/
83-1713004,ATTORNEY TRACY SANDERS FOUNDATION,CA,R,R99,http://www.attorneytsfoundation.org/
59-1864735,ABUSE COUNSELING AND TREATMENT INC,FL,F,F42,http://actabuse.com/
26-1342579,FREEDOM PREPARATORY ACADEMY INC,TN,B,B24,http://www.freedomprep.org/
52-0914250,NATIONAL CENTER FOR STATE COURTS,VA,I,I50B,http://www.ncsc.org/
83-3561521,DENTON PRIDE FOUNDATION,TX,R,R26,http://www.dentonpride.com/
34-1189480,FAMILY RECOVERY CENTER,OH,F,F20Z,http://www.familyrecovery.org/
47-1213549,PECTUS AWARENESS AND SUPPORT FOUNDATION,VA,G,G19,http://pectus.com/
82-1909761,PITTSBURGH BEHAVIORAL SERVICES INC,PA,F,F19,http://www.pittsburghbehavior.org/
41-1274177,SOUTHSIDE FAMILY NURTURING CENTER,MN,I,I72Z,http://www.ssfnc.org/
75-3256296,TRISTATE TRAUMA NETWORK,KY,F,F990,http://www.tristatetraumanetwork.org/
45-2211997,SHOBHA,CA,G,G30,http://shobhanetwork.org/
58-2678171,FAYETTE ONCOLOGY ASSOCIATES,PA,G,G30,http://www.upmccancercenters.com/
46-1621797,BUTLER CANCER ASSOCIATES INC,PA,G,G30,http://www.upmccancercenters.com/
27-3668412,AEVIDUM,PA,F,F70,http://www.aevidum.com/
57-1037736,FRIENDS OF THE GREENVILLE COUNTY GUARDIAN AD LITEM PROGRAM,SC,I,I82Z,http://friendsofgcgalp.bbnow.org/
26-0283018,NAMI FAR NORTH INC,ID,F,F32,http://www.namifarnorth.org/
84-4718026,CHRISTOPHER PARENT LIGHTHOUSE TEAM,CA,B,B94,https://christopherparentlighthouse.wordpress.com/
04-3507398,IDIIL LEARNING FOUNDATION,MA,B,B24,http://www.idiil.com/
99-0293418,BRIDGE HOUSE INC,HI,F,F22Z,http://bridgehousehawaii.org/
22-3919998,YOUNG JAPANESE BREAST CANCER,NJ,G,G30,http://bcnetwork.org/
82-1191622,FLUTTER INC,MT,E,E40,http://flutter-effect.com/
82-0778680,SYA MEDIA,AZ,G,G84,http://www.syamedia.org/
83-0909744,LEGAL AID FOR ALL INC,GA,I,I80,http://legalaidforall.org/
26-2119081,OPERATION BLING FOUNDATION,NJ,G,G30,http://www.operationbling.org/
47-5244680,MADAWORKS INC,NY,R,R24,http://www.madaworks.org/
62-1406329,COMMISSION ON MISSING AND EXPLOITED CHILDREN INC,TN,I,I24Z,http://comec.org/
81-3794653,SC SPEAKERS BUREAU INC,SC,R,R60,http://www.scspeakersbureau.org/
20-4826873,YOUNG EMPOWERED SURVIVORS INC,CO,G,G30,http://www.youngempowered.org/
36-4245550,J ROBERT GLADDEN SOCIETY,MD,G,G035,http://www.gladdensociety.org/
47-5412312,NATHANIEL B FIELD MEMORIAL FOUNDATION,CT,F,F70,http://nathanielfield.org/
47-2116456,HALO HANDS FOUNDATION,NC,I,I70,http://www.halohandsfoundation.org/
74-2978213,SOUTH TEXAS PREGNANCY CARE CENTER,TX,E,E40,http://www.southtexaspregnancycarecenter.com/
36-4688919,VICKSBURG HIGH SCHOOL BAND BOOSTERS ASSOCIATION,MS,B,B94,https://vhspride.org/
82-4473073,STRIDES IN RECOVERY INC,CA,I,I21,https://www.stridesinrecovery.org/
94-3071492,ALAMEDA COUNTY NETWORK OF MENTAL HEALTH CLIENTS,CA,F,F00L,http://www.acnetmhc.org/
81-3215421,3RD CIRCLE INC,MI,F,F33,http://www.3rdcircleinc.com/
27-1158468,HELPING HANDS RE-ENTRY OUTREACH CENTERS,OR,F,F60,https://www.helpinghandsreentry.org/
27-0379723,CONFLICT RESOLUTION CENTER OF BALTIMORE COUNTY INC,MD,I,I51,http://www.crcbaltimorecounty.org/
76-0294437,HOUSTON AREA ASSOCIATION FOR BILINGUAL EDUCATION,TX,B,B28,http://www.haabe.org/
47-4076038,WOMEN AGAINST REGISTRY FAMILY FOUNDATION,MO,R,R26,https://womenagainstregistry.org/
74-3023740,NEW BEGINNINGS LIFE MINISTRIES,TX,E,E40,http://www.newbeginningsbrenham.org/
59-3614273,RITA FOUNDATION JAX INC,FL,H,H113,http://the-rita-foundation.org/
41-2235692,THE CAPITAL OVARIAN CANCER ORGANIZATION INC,KY,G,G30,http://capitalovariancancer.org/
46-4539818,LEARNING LODGE ACADEMY INC,FL,B,B24,https://www.learninglodgeacademy.com/
83-2931893,TAAFF,IL,F,F60,http://www.taaff.net/
75-2417151,EAST TEXAS CHILD ADVOCATES INC,TX,R,R200,http://easttexascasa.org/
22-3414404,NAMI CAMDEN COUNTY INC,NJ,F,F60,http://naminj.org/
91-1138017,SHOULTES PARENT TEACHER STUDENT ASSOCIATION 7-4-25,WA,B,B94,http://shoultesptsa.memberplanet.com/
82-4676819,CHANGE THE RULES ORG,CO,R,R99,https://changetherules.org/
82-4555522,CHANGE THE RULES INC,CO,R,R40,https://changetherules.org/
30-0175579,ATHENS COUNTY COURT APPOINTED SPECIAL ADVOCATES GUARDIANS AD LIT,OH,I,I80,http://www.athenscasa.org/
06-1398440,EXCHANGE CLUB CENTER FOR THE PREV OF CHILD ABUSE OF SOUTHERN CT INC,CT,I,I72,http://www.exchangeclubparentingskillscenter.com/
83-3941091,WAHEO INC,CA,R,R12,http://www.waheo.org/
47-3962858,MAQUAM BAY OF MISSISQUOI INC,VT,F,F22,http://www.abenakination.com/
27-1740068,IM POSITIVE INC,NV,G,G81,http://www.impositive.org/
31-1802800,TEDDY BEAR DEN,SD,E,E40,http://teddybearden.org/
20-3288245,ST LOUIS INTEGRATED HEALTH NETWORK,MO,H,H05,http://www.stlouisihn.org/
47-4824100,PROJECT HEART,TN,H,H12,https://projectheart.org/
56-2141215,TRISTANS QUEST INC,NC,F,F30,http://www.tristansquest.com/
14-1395426,THE CENTER FOR DISCOVERY INC,NY,G,G200,https://thecenterfordiscovery.org/
20-8074320,WOMEN OF HOPE,AL,G,G30,http://www.thewomenofhope.org/
81-3938375,TEAM DREA FOUNDATION INC,NC,G,G80,http://www.teamdrea.org/
47-3436880,HSS SCREENING AND EARLY DETECTION INC,NY,G,G30,http://www.heartscanservices.com/
31-1442107,WESTLAND AFJROTC BOOSTER INC,OH,B,B25,https://westlandafjrotc.square.site/
52-1760034,AMERICAN HORSE COUNCIL FOUNDATION INC,DC,F,F22Z,http://www.horsecouncil.org/
26-1372647,ALLIES FOR RACIAL EQUITY,AZ,R,R20,http://www.uuare.org/
26-0761083,COALITION FOR HEARING EDUCATION ANDRESEARCH INC,VA,H,H42,http://chearvirginia.com/
82-1411982,NICKY D MEMORIAL FUND INC,CA,F,F20,http://nickydmemorialfund.org/
20-3568840,UNITED CEREBRAL PALSY INC,DC,G,G80,http://www.ucp.org/
14-1877517,YOUNG OVERCOMERS UNITED,PA,F,F21,http://www.you10.org/
46-0367004,SOUTH DAKOTA RIGHT TO LIFE COMMITTEE INC,SD,R,R620,https://www.sdrighttolife.org/
56-1058200,MENTAL HEALTH ASSOCIATES OF THE TRIAD,NC,F,F30,http://www.mha-triad.org/
82-2295351,MIRACLE OF INNOCENCE INC,KS,I,I80,https://www.miracleofinnocence.org/
41-1555645,ADVANCES IN MINERAL METABOLISM,MA,H,H99,http://www.cor.uams.edu/aimm/
11-3486874,ASCENT A SCHOOL FOR INDIVIDUALS WITH AUTISM,NY,B,B28,http://ascentschool.org/
81-2068983,BRIGHT STARS MONTESSORI,WA,B,B21,http://www.brightstarsmontessori.org/
13-3790651,FUTURE POSSIBILITIES INC,OH,I,I21Z,http://www.futurepossibilities.org/
47-1759476,BAILEYS FOUNDATION,MO,G,G30,http://www.baileysfoundation.com/
35-2103442,ALPHA XI DELTA NATIONAL HOUSING CORPORATION INC,IN,B,B83,http://www.alphaxidelta.org/
65-0488437,FLORIDA ASSOCIATION FOR PLAY THERAPY INC,FL,G,G99,http://www.floridaplaytherapy.org/
80-0382897,NOBLE CIRCLE PROJECT,OH,G,G30,http://www.noblecircle.org/
95-6379598,CENTER FOR COMMUNITY SOLUTIONS,CA,F,F42Z,http://www.ccssd.org/
83-3843862,CAFE AZUL TX,TX,G,G11,https://cafeazultx.wixsite.com/cafeazultxautism
27-3220448,REDEEMING THE FAMILY INC,OK,I,I43,http://okmessagesproject.org/
46-1482878,JUSTICE AND ACCOUNTABILITY CENTER,LA,I,I80,http://www.jaclouisiana.org/
27-0851641,FBI OMAHA CITIZENS ACADEMY ALUMNI ASSOCIATION,NE,I,I20,http://kuehlcapital.com/
05-0539199,FUND FOR PUBLIC HEALTH IN NEW YORK INC,NY,G,G80,http://www.fphnyc.org/
95-4805188,DE TOLEDO HIGH SCHOOL,CA,B,B25,http://www.dths.org/
57-1235358,OPEN DOOR RESOURCE CENTER INC,VA,G,G81,http://www.odrcinc.org/
81-0829072,GREAT FALLS LGBTQ CENTER,MT,R,R26,http://greatfallslgbtqcenter.org/
46-4334183,PEDIATRIC RESEARCH IN SPORTS MEDICINE SOCIETY INC,WI,G,G98,http://www.prismsports.org/
47-4215255,HALF FULL INSTITUTE INC,NY,F,F60,http://www.halffullinstitute.org/
86-0853711,THE ARIZONA BRANCH OF THE INTERNATIONAL DYSLEXIA ASSOCIATION,AZ,G,G80,http://az.dyslexiaida.org/
46-4295759,HUMANITY PRESERVATION FOUNDATION,NJ,I,I72,https://humanitypreservationfoundation.org/
81-2348433,STORM 22 INC,LA,F,F30,http://www.storm22.org/
11-3088310,HANDS ACROSS LONG ISLAND INCORPORATED,NY,F,F33Z,http://www.hali88.org/
27-3358281,UPSIDE OF DOWNS OF AIKEN,SC,G,G25,http://aikenupsidedowns.org/
48-1278766,PASSAGEWAYS INSTITUTE INC,CO,I,I21,http://passageworks.org/
83-1000784,EQUITY LEGAL SERVICES INC,IL,I,I80,http://www.equitylegalservices.org/
82-0446265,WALKER CENTER FOR ALCOHOLISM AND DRUG ABUSE INC,ID,F,F220,http://www.thewalkercenter.org/
13-3625940,JAWONIO FOUNDATION INC,NY,H,H99I,http://www.jawonio.org/
23-2974006,BROOKESIDE MONTESSORI,PA,B,B24,http://www.brookeside.org/
01-0716432,HEALING WATERS INC,MD,F,F30,http://www.healingdimensions.net/
46-2294905,NEW HAMPSHIRE ROCKS FOR A CURE,NH,H,H123,http://nhrocksforacure.org/
16-0990872,FARNHAM INC,NY,F,F20Z,http://www.farnhaminc.org/
82-3961717,PEACE ATLANTA INC,GA,I,I40,http://www.peaceatlantainc.org/
45-4281213,VICTORY JILL INC,TX,F,F60,http://victoryjill.org/
20-1556655,SOUTHEASTERN MEDICAL DEVICE ASSOCIATION INC,GA,H,H03,http://www.semda.net/
47-2120872,SHINING LIGHT IN DARKNESS,NC,I,I73,http://www.slidfnd.org/
81-1960983,WESTERN EDUCATIONAL CORPORATION,CA,B,B28,http://www.innovationsandiego.org/
86-1145430,HANGER HALL SCHOOL INC,NC,B,B25,http://www.hangerhall.org/
26-3644753,JACKS MAGIC BEAN FUND,MA,H,H12,http://www.magicbeanfund.org/
27-2269413,J R LOWELL SCHOOL PARENT TEACHER ORGANIZATION INC,MA,B,B94,http://jrlowellpto.weebly.com/
81-0231789,MONTANA CHILDRENS HOME & HOSPITAL,MT,F,F310,http://www.shodair.org/
23-7010520,MARY BIRD PERKINS CANCER CENTER,LA,G,G30Z,http://www.marybird.org/
84-3102043,FREE AND FAIR,IL,R,R60,https://nicaraguansforsecurityandprosperity.org/
84-3782418,SCHAEFFER COUNSELING CENTER INC,MI,F,F60,http://sturgisconsultationcenter.com/
82-2403632,LAYUPS 4 LIFE INC,NJ,H,H12,http://www.layups4life.org/
47-3453956,FAMILIES FOR SENSIBLE DRUG POLICY,NJ,F,F01,http://www.fsdp.org/
39-6061326,AMERICAN ACADEMY OF ALLERGY,WI,H,H030,http://www.aaaai.org/
76-0588279,BRIDGES TO LIFE,TX,I,I430,http://www.bridgestolife.org/
65-1134410,ELLIES ARMY INC,FL,G,G20,http://www.elliesarmy.org/
90-0731503,NEVER STOP LOOKING,MA,I,I01,http://www.neverstoplooking.org/
30-0152850,COVENANT ACADEMY,TX,B,B24,http://covenantacademyhouston.org/
27-1349287,BOUNCE DC,IL,B,B21,http://startearly.org/
48-1066286,SOCIETY FOR PAIN PRACTICE MANAGEMENT,KS,G,G030,http://www.sppm.org/
13-3602455,TOUCH TOGETHER OUR UNITY CAN HEAL INC,NY,G,G81Z,http://www.touch-ny.org/
20-0672472,PERMIAN BASIN GIFTS OF HOPE INC,TX,G,G30,http://giftsofhopetx.org/
04-2173060,UCP OF WESTERN MASSACHUSETTS INC,MA,G,G23Z,http://www.ucpberkshire.org/
94-6131132,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6121490,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
23-2334555,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PA,I,I70,http://www.soroptimist.org/
95-3453694,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
82-6024348,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,ID,I,I70,http://www.soroptimist.org/
93-1323134,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OR,I,I70,http://www.soroptimist.org/
95-3452010,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6131735,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
88-6008758,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,NV,I,I70,http://www.soroptimist.org/
01-0714556,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
75-2056847,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,TX,I,I70,http://www.soroptimist.org/
93-0641094,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OR,I,I70,http://www.soroptimist.org/
38-6091133,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MI,I,I70,http://www.soroptimist.org/
25-6057457,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PA,I,I70,http://www.soroptimist.org/
91-1707083,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,http://www.soroptimist.org/
93-6037558,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OR,I,I70,http://www.soroptimist.org/
95-6096041,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
51-0243409,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,NY,I,I70,http://www.soroptimist.org/
33-0257314,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
31-1523868,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OH,I,I70,http://www.soroptimist.org/
95-3767039,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,AZ,I,I70,http://www.soroptimist.org/
86-0505269,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,AZ,I,I70,http://www.soroptimist.org/
52-6062998,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MD,I,I70,http://www.soroptimist.org/
04-2718077,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MA,I,I70,http://www.soroptimist.org/
23-7081165,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,HI,I,I70,http://www.soroptimist.org/
95-6095401,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-1542211,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
31-6034406,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OH,I,I70,http://www.soroptimist.org/
95-6096040,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
95-6098092,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
74-6070705,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,TX,I,I70,http://www.soroptimist.org/
86-6053973,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,AZ,I,I70,http://www.soroptimist.org/
99-0296228,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,HI,I,I70,http://www.soroptimist.org/
22-2962220,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,NY,I,I70,http://www.soroptimist.org/
23-7224175,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WY,I,I70,http://www.soroptimist.org/
95-6096050,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
77-0130972,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
43-1685821,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MO,I,I70,http://www.soroptimist.org/
95-3280861,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6107900,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
48-6117019,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,KS,I,I70,http://www.soroptimist.org/
94-6090473,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
75-6081224,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,TX,I,I70,http://www.soroptimist.org/
91-2077653,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6107901,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-2776840,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
51-0212118,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
87-6118302,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,UT,I,I70,http://www.soroptimist.org/
94-6130798,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6107888,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
86-0391734,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,AZ,I,I70,http://www.soroptimist.org/
38-6091135,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MI,I,I70,http://www.soroptimist.org/
51-0146322,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WY,I,I70,http://www.soroptimist.org/
48-6112360,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,KS,I,I70,http://www.soroptimist.org/
94-6093804,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
91-1380902,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,http://www.soroptimist.org/
25-6049733,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PA,I,I70,http://www.soroptimist.org/
23-7035377,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OR,I,I70,http://www.soroptimist.org/
94-6107902,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
95-6097947,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
95-3375418,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
81-0286090,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MT,I,I70,http://www.soroptimist.org/
91-6057498,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,http://www.soroptimist.org/
94-6107889,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6174141,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6174155,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
23-7083101,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,NM,I,I70,http://www.soroptimist.org/
95-6093367,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
23-7290674,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-6105021,SOROPTIMIST INTERNATIONAL OF ROSEVILLE SOROPTMIST OF AMERICAS,CA,I,I70,http://www.soroptimist.org/
90-0210765,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
95-6098622,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
86-0315042,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,AZ,I,I70,http://www.soroptimist.org/
31-6050452,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OH,I,I70,http://www.soroptimist.org/
95-6049906,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
94-2342745,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
52-6042427,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,MD,I,I70,http://www.soroptimist.org/
30-0134631,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,NJ,I,I70,http://www.soroptimist.org/
94-2934564,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
52-1537767,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,http://www.soroptimist.org/
95-6072211,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
93-6041518,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PA,I,I70,http://www.soroptimist.org/
95-6059123,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,CA,I,I70,http://www.soroptimist.org/
31-6034512,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,OH,I,I70,http://www.soroptimist.org/
91-6062653,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,WA,I,I70,http://www.soroptimist.org/
